pattern_id,language,layout,psm,requested_ratio,method,effective_ratio_x,effective_ratio_y,integer_bin_factor,source_path,source_sha256,output_path,output_sha256,font_path,font_index,font_size,target_output_glyph_height,target_source_glyph_height,source_max_glyph_height,source_height_error,output_max_glyph_height,glyph_height_warning,reference,prediction,normalized_reference,normalized_prediction,edit_distance,reference_chars,cer,status,error,source_pixel_sha256,output_pixel_sha256,ocr_stdout_sha256
en_char_a,en,single_char,10,1.0,opencv_bilinear,1.0,1.0,,canonical/en_char_a/r_1p000000.png,e58465851fc164cb054581da786eaf93f3507f8ee98cd7515144196b2280405a,resized/opencv_bilinear/en_char_a/r_1p000000.png,ce251f8375496e6842dac32071eac5d2a7b98150e8e050a988cd343a03ffad9a,fonts/Consolas-Regular.ttf,0,25,16,16.0,16,0.0,16,False,A,"A
",A,A,0,1,0.0,ok,,b2d9398ce99c1410a3c10bcd96301a7744074e95264d22b43cca5be6bb4d0c0a,b2d9398ce99c1410a3c10bcd96301a7744074e95264d22b43cca5be6bb4d0c0a,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,1.133333333333,opencv_bilinear,1.125,1.125,,canonical/en_char_a/r_1p133333.png,35995b438e71bdd89de0149abf869aed54c7e9ffa3035969d2304d8f43edd48c,resized/opencv_bilinear/en_char_a/r_1p133333.png,073f46e86aeafe9de8ecaeeb0b921c3028c9152090d5c736121dc4f98a88a584,fonts/Consolas-Regular.ttf,0,28,16,18.133333333328,18,-0.13333333332800024,16,False,A,"A
",A,A,0,1,0.0,ok,,8168b5bb14add10b5c55854c8f42e7e4fcf2b93dd39808dca4fe97bd36452009,b047b4253a00d072d673c5da455508d7d442d5164dbb5d70de08bc87293e6dc8,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,1.266666666667,opencv_bilinear,1.2765957446808511,1.2765957446808511,,canonical/en_char_a/r_1p266667.png,d92067b5980908c01a9c6399ba06ec7fac670d171709835655f5b54c996577cf,resized/opencv_bilinear/en_char_a/r_1p266667.png,dd8c2c10f3a0a4092ed3c5eb5266d6eeb8b860c8b90a598f13950cbf85582e39,fonts/Consolas-Regular.ttf,0,31,16,20.266666666672,20,-0.26666666667199834,17,False,A,"A
",A,A,0,1,0.0,ok,,9722be2ba101706a02be581020ad0ba4ab74f7a4ceeb0bb719fb7c64c976a0f1,36259f30ffe32b9e438acb1a14108c6a4bf89aa11403684023a9aa544cbca328,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,1.4,opencv_bilinear,1.4042553191489362,1.4042553191489362,,canonical/en_char_a/r_1p400000.png,0c27f820ca2560e8b1e428b7fe45c538907359bc593bc427189e972dacd1934b,resized/opencv_bilinear/en_char_a/r_1p400000.png,efb623965c7be4f94d341e11c656c0e62eb47fe933bcd01d52c749d2f0207183,fonts/Consolas-Regular.ttf,0,34,16,22.4,22,-0.3999999999999986,17,False,A,"A
",A,A,0,1,0.0,ok,,a84d39afccb1833355f1e243793acede0ed0a79abb00e3ec5b1f9dddc39a46ad,67f92ff0c9e6f38d782ff68f38aeba1f934e3bb61f903ac7761366d3954ab7a0,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,1.533333333333,opencv_bilinear,1.5294117647058822,1.5294117647058822,,canonical/en_char_a/r_1p533333.png,1f3a2945f2087b97fb38078fa40191b031c0d8900ebbe24b20e478c166c7879a,resized/opencv_bilinear/en_char_a/r_1p533333.png,07de435f0b7e70a85ee2b1d554957f7adbc0d066aebf6c228381f2731e826a11,fonts/Consolas-Regular.ttf,0,39,16,24.533333333328,25,0.4666666666720012,17,False,A,"A
",A,A,0,1,0.0,ok,,808948e2605f58ab11b9e3933cdab6ea0e0667420e43559eaaaf8fe50a3c4edf,632202ab256c964f3522c95ff924da8eeb5d8f6138e8b2f8863232f588970514,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,1.666666666667,opencv_bilinear,1.68,1.68,,canonical/en_char_a/r_1p666667.png,d756406bfd3c003144817d5939b828d4b4c2035388c5eba597672ea095e84e5c,resized/opencv_bilinear/en_char_a/r_1p666667.png,b01ea9d807e1722b77c1402cf8c0d05bc87e610cf16f8614d01336110d972d0c,fonts/Consolas-Regular.ttf,0,42,16,26.666666666672,27,0.3333333333279995,17,False,A,"A
",A,A,0,1,0.0,ok,,551551a5f9cb656e7ae4e6e46606900636145c0d499ba02858be4bb93ad53e30,2989a2e75b969baac762c2b46a3adc2e15eae87cb2820fefff8c9f56b891b354,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,1.8,opencv_bilinear,1.8,1.8,,canonical/en_char_a/r_1p800000.png,7e58b0ab3ee8c83ee84c11bc6aa3b1740c1c3dcedaa24c03b4d3711b84130ad0,resized/opencv_bilinear/en_char_a/r_1p800000.png,75e8e480bad274d3a522cfc7a6fd7c68c6562b89a10794db4e6539c3c4acf7a2,fonts/Consolas-Regular.ttf,0,45,16,28.8,29,0.1999999999999993,17,False,A,"A
",A,A,0,1,0.0,ok,,9bfd3123facbf6556bf442766785bddf40179793b05fada00b9cf495a1e695f6,3d0968757611f99b54de813184c9b35aa9c22625d311bc95206b7b4d0a19e2b9,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,1.933333333333,opencv_bilinear,1.92,1.92,,canonical/en_char_a/r_1p933333.png,b234bf31af1d6f6a7276cf9c9ab1e9b5a25561f1b51c3b55b17d1406992232cc,resized/opencv_bilinear/en_char_a/r_1p933333.png,0f6c47ab7140ad84b1ab76138fb3c746822352cec8c44b86f757a4406fb49850,fonts/Consolas-Regular.ttf,0,48,16,30.933333333328,31,0.06666666667199905,17,False,A,"A
",A,A,0,1,0.0,ok,,cfaf56e0b984236a767235feb10a3b0e2e57575a86993577fd1a20314b6fffdb,b9d67fb0e537f5b8cdfa1c710ee29ca215421ce7bfc72e656dd91da029616e1b,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,2.066666666667,opencv_bilinear,2.0816326530612246,2.0816326530612246,,canonical/en_char_a/r_2p066667.png,1bbfd4265efa9944ad1e3ae544f1e4a677caaa024758b77ce713c818e53f4b92,resized/opencv_bilinear/en_char_a/r_2p066667.png,3f544a094e0e476576fc72f03f2065aaf60a8d7e62f9cd684e6f5cc0310dafb9,fonts/Consolas-Regular.ttf,0,51,16,33.066666666672,33,-0.06666666667199905,16,False,A,"A
",A,A,0,1,0.0,ok,,779879b668eb8314735c36041d350ed687c2c6b741da2a4eeaa3413903700c8b,6c0328d9fdb2d9af291d4a44b1698a6afa94fdc3fdc0ccda629701e45267dea3,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,2.2,opencv_bilinear,2.204081632653061,2.204081632653061,,canonical/en_char_a/r_2p200000.png,1e7325d1d42b7f091f7e59930e0dd96615007b96fa9c34e5aedcb4becca6da0d,resized/opencv_bilinear/en_char_a/r_2p200000.png,ad47fd4236608a22e3abfbcfd713d6d3dea68a15415057a6da0565d796ff1c31,fonts/Consolas-Regular.ttf,0,55,16,35.2,35,-0.20000000000000284,16,False,A,"A
",A,A,0,1,0.0,ok,,78ed82a29056cbb4d6477ed35ff7312be940595bf6ae9123706c2db731cf3ab9,9eb90f486dc1f63dedf9057b803011f455d993d141dc202eccd288e47422fa86,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
